# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
489858at33208a	Fragmented	C2413990	1	1433	87.6	106
489997at33208a	Missing
490248at33208a	Complete	C2543912	1080	7386	236.3	147
490961at33208a	Complete	C2535258	664	2192	162.3	272
491252at33208a	Complete	C2543894	2946	4289	204.2	182
491289at33208a	Fragmented	C2441169	1	848	116.9	104
492033at33208a	Complete	C2472813	915	2220	305.5	157
493148at33208a	Complete	C2537522	1782	3721	147.7	177
493505at33208a	Complete	C2541634	2188	3845	325.3	188
493913at33208a	Complete	C2550056	536	4732	472.1	397
494057at33208a	Fragmented	C2487360	1873	2778	202.5	127
495100at33208a	Fragmented	C2374482	1	825	197.4	112
495175at33208a	Fragmented	C2442137	510	1089	147.3	99
495207at33208a	Complete	C2547554	5386	7953	271.3	238
495311at33208a	Fragmented	scaffold58988	2952	3990	87.4	56
495329at33208a	Complete	C2531422	503	1627	206.1	177
495389at33208a	Complete	scaffold59302	3322	4975	168.9	164
495605at33208a	Complete	C2518836	1821	3925	412.2	225
495802at33208a	Complete	C2543176	4427	5485	87.9	68
495926at33208a	Complete	C2514286	1	3859	70.3	96
496070at33208a	Complete	C2370770	1	1024	93.0	101
496219at33208a	Complete	C2460205	1	1915	392.1	229
498535at33208a	Complete	scaffold59227	4516	7664	379.4	213
500261at33208a	Complete	C2542964	1061	3565	375.6	295
500808at33208a	Complete	C2549636	3548	6905	419.5	305
501396at33208a	Complete	C2549772	494	11124	313.8	168
501546at33208a	Fragmented	scaffold52861	4758	6011	109.9	81
501788at33208a	Complete	scaffold58731	158	3499	235.5	163
502128at33208a	Complete	scaffold52678	1356	5130	318.3	224
502407at33208a	Complete	scaffold63087	4092	7815	256.3	172
502429at33208a	Complete	scaffold56102	1083	3595	291.8	186
502584at33208a	Complete	scaffold54884	19678	20948	221.0	235
502691at33208a	Complete	C2543676	1506	4231	354.4	205
503333at33208a	Fragmented	C2427325	1	1260	256.6	118
503828at33208a	Complete	C2544786	405	2731	185.7	140
504207at33208a	Complete	C2543966	609	3255	455.7	309
504292at33208a	Complete	scaffold61676	23	2882	273.6	187
504691at33208a	Complete	scaffold59370	6229	8765	168.5	129
504731at33208a	Complete	scaffold55023	1088	3959	272.4	162
504912at33208a	Complete	C2537620	3552	5515	127.5	136
505248at33208a	Fragmented	scaffold56314	1	2457	190.8	110
505718at33208a	Complete	C2538148	1843	4475	98.5	99
508188at33208a	Complete	C2373366	1	1043	153.9	154
508379at33208a	Fragmented	C2496080	1	1549	123.9	82
508986at33208a	Missing
509494at33208a	Complete	C2550392	13214	14300	225.4	119
509816at33208a	Complete	scaffold57366	6740	9125	268.9	161
510174at33208a	Complete	scaffold61995	198	3814	284.8	196
510522at33208a	Fragmented	scaffold39704	1130	3433	162.5	116
510581at33208a	Complete	C2547008	1051	2928	328.0	229
511272at33208a	Fragmented	scaffold51817	587	1272	190.7	145
511386at33208a	Fragmented	scaffold59484	185	3119	327.4	241
511575at33208a	Complete	C2522336	2903	4125	282.4	155
511668at33208a	Complete	C2550170	116	3198	202.5	187
514121at33208a	Complete	C2550486	11352	13862	238.5	512
514296at33208a	Complete	C2516524	1481	3570	249.3	135
514565at33208a	Complete	C2545840	1116	5001	377.8	190
514675at33208a	Complete	C2492678	1	2655	250.6	183
514698at33208a	Complete	scaffold60570	154	2605	243.8	170
514724at33208a	Complete	scaffold60383	4582	9685	202.7	206
514727at33208a	Fragmented	scaffold36124	1818	2493	56.5	68
514740at33208a	Complete	C2468553	373	2284	295.0	176
514834at33208a	Complete	C2537018	720	2435	79.9	129
514892at33208a	Complete	C2549620	3529	5535	314.7	207
515058at33208a	Complete	C2531436	122	5065	518.8	355
515377at33208a	Fragmented	scaffold43679	1	3794	85.7	119
515410at33208a	Complete	scaffold32715	876	6294	212.7	153
515425at33208a	Complete	C2545706	4381	7222	228.2	216
515528at33208a	Complete	C2536308	1	4125	320.1	260
515640at33208a	Complete	scaffold63142	6547	9615	348.3	196
516078at33208a	Complete	scaffold54405	5515	9595	359.2	239
516321at33208a	Fragmented	C2523408	3466	4277	189.3	91
516481at33208a	Complete	C2447279	543	1685	147.6	182
516659at33208a	Complete	C2549050	4505	7145	208.6	199
516716at33208a	Complete	C2537436	1	3885	369.3	347
517311at33208a	Fragmented	C2287294	19	303	116.1	72
517525at33208a	Complete	scaffold63051	498	9749	159.6	264
517686at33208a	Complete	C2539402	2811	5035	152.3	99
517968at33208a	Fragmented	C2513464	1	3116	93.7	66
518288at33208a	Complete	C2549574	8297	9877	362.6	281
518569at33208a	Complete	C2404082	1	1326	323.8	227
518635at33208a	Fragmented	scaffold33513	2061	5236	263.6	170
519030at33208a	Complete	C2466303	274	1458	225.1	184
519303at33208a	Complete	C2482598	418	2535	289.9	284
519777at33208a	Complete	C2420210	36	1506	231.1	169
520011at33208a	Complete	C2500152	1010	2975	204.7	136
521343at33208a	Complete	C2536344	322	3978	127.2	141
522886at33208a	Complete	C2514510	1	2874	175.0	138
522988at33208a	Complete	scaffold57188	2612	7665	267.7	324
523206at33208a	Missing
523376at33208a	Complete	C2541466	3275	6712	259.2	239
523534at33208a	Complete	C2533240	548	3625	263.6	150
524148at33208a	Complete	C2395736	1	1105	365.8	271
524165at33208a	Complete	C2549036	219	10305	409.6	353
524322at33208a	Complete	scaffold61146	2622	11295	182.6	127
525542at33208a	Complete	scaffold50247	1688	4554	226.3	187
525888at33208a	Complete	C2545650	3958	7835	224.1	152
526074at33208a	Complete	C2548014	7032	8760	282.4	170
526487at33208a	Complete	C2508614	2485	3044	323.5	151
526673at33208a	Complete	C2543028	1966	3766	399.3	265
526839at33208a	Missing
527406at33208a	Fragmented	scaffold61524	1	4284	313.7	170
528325at33208a	Missing
529092at33208a	Complete	C2486308	736	2701	203.9	104
529093at33208a	Complete	C2549522	3746	6131	341.8	214
529708at33208a	Complete	C2544944	5293	7069	279.2	231
529852at33208a	Complete	C2473669	807	2155	198.5	145
530431at33208a	Complete	scaffold62906	3376	8205	535.7	405
532406at33208a	Complete	C2549312	1326	2847	282.8	189
532693at33208a	Complete	scaffold54060	2428	3959	269.4	234
532728at33208a	Complete	C2549564	5246	6478	151.8	127
532930at33208a	Complete	C2459205	1	1315	191.3	162
533666at33208a	Missing
533690at33208a	Complete	scaffold63079	11439	13508	257.1	182
534172at33208a	Complete	scaffold36766	7410	10058	338.7	211
534206at33208a	Complete	scaffold61303	4369	6805	133.2	141
534312at33208a	Complete	C2537436	4016	5592	237.4	133
534757at33208a	Complete	C2532396	1667	3385	221.0	191
534808at33208a	Fragmented	C2524256	1	2072	195.4	139
535268at33208a	Complete	C2548822	1696	9746	311.6	192
535367at33208a	Fragmented	C2514882	1	2136	114.0	96
535524at33208a	Fragmented	C2417640	1	300	149.5	80
535650at33208a	Complete	C2460565	1	2128	262.3	133
535664at33208a	Missing
535782at33208a	Missing
535806at33208a	Complete	C2540946	351	1477	183.1	132
536251at33208a	Complete	C2536958	3316	5840	167.7	128
537470at33208a	Fragmented	scaffold43117	1	2074	145.2	91
537548at33208a	Complete	C2526794	1934	4702	275.9	177
537718at33208a	Complete	C2540764	5594	6593	151.1	176
537923at33208a	Complete	C2550354	9851	11477	265.7	156
538442at33208a	Fragmented	C2509936	1355	1841	83.9	57
539043at33208a	Fragmented	C2541184	6176	6505	161.5	95
539215at33208a	Fragmented	scaffold18345	1113	3109	150.0	114
539234at33208a	Missing
539360at33208a	Complete	C2485028	1167	1743	87.2	120
539600at33208a	Complete	C2539244	1	1193	165.9	139
540193at33208a	Complete	scaffold62411	4241	6135	176.3	162
541231at33208a	Fragmented	C2506404	1	2754	46.1	56
541260at33208a	Complete	C2547790	4680	5885	119.6	81
541421at33208a	Fragmented	C2534972	1	381	166.2	98
543124at33208a	Complete	scaffold36396	1338	6924	315.1	249
543269at33208a	Complete	C2483958	1	875	150.9	117
544546at33208a	Complete	C2540946	1691	3025	118.6	131
544849at33208a	Complete	scaffold53370	1716	4415	224.3	141
544919at33208a	Fragmented	C2533904	1	4485	113.0	153
545063at33208a	Complete	C2491754	586	2876	177.0	228
545389at33208a	Fragmented	C2439745	269	595	121.0	71
545641at33208a	Complete	C2545972	4686	7880	221.7	121
545744at33208a	Complete	scaffold10666	1279	3481	128.4	95
545889at33208a	Missing
546305at33208a	Missing
546751at33208a	Fragmented	C2530536	1	531	188.3	94
547099at33208a	Complete	C2536944	739	2866	237.4	175
547341at33208a	Complete	scaffold57676	57	2336	320.1	221
547766at33208a	Complete	C2550062	1496	5613	285.5	181
548327at33208a	Missing
548444at33208a	Complete	scaffold60839	476	12115	348.8	252
548732at33208a	Complete	C2548522	1644	3946	218.7	133
549156at33208a	Complete	scaffold34836	516	2521	245.1	137
549988at33208a	Fragmented	C2523908	1	992	64.1	80
551166at33208a	Fragmented	scaffold47411	1	1538	118.3	76
551620at33208a	Complete	scaffold45937	485	8605	217.0	295
551632at33208a	Complete	C2541514	5	1518	254.7	185
551831at33208a	Missing
552201at33208a	Complete	scaffold7107	1499	2915	338.1	178
552359at33208a	Complete	C2541214	328	3295	157.2	115
552764at33208a	Complete	scaffold58884	5696	8785	316.8	167
552949at33208a	Complete	C2457099	1	1605	62.5	135
553411at33208a	Fragmented	C2393964	1	1224	93.5	59
553585at33208a	Complete	C2450469	950	1940	241.0	166
554010at33208a	Complete	C2549424	6996	9646	307.6	196
554815at33208a	Complete	C2523772	656	3833	295.0	189
555162at33208a	Complete	C2537462	2446	4925	299.8	149
555390at33208a	Complete	scaffold32091	2268	4225	237.0	129
555538at33208a	Fragmented	C2482140	1	1907	100.2	93
556039at33208a	Missing
556189at33208a	Complete	C2547220	6166	8258	194.1	164
556337at33208a	Fragmented	C2527974	2661	4836	164.9	91
556445at33208a	Complete	scaffold43708	15842	20444	166.4	120
556461at33208a	Complete	C2383518	184	844	121.6	90
556510at33208a	Complete	C2483222	1076	2572	171.4	135
556587at33208a	Complete	C2546714	142	1615	139.6	139
556750at33208a	Complete	C2523390	1205	3814	113.6	130
556925at33208a	Complete	C2545356	1	2345	56.2	119
557292at33208a	Missing
557596at33208a	Complete	C2549458	2051	7325	337.1	179
557694at33208a	Complete	scaffold28069	636	2046	245.8	224
557834at33208a	Complete	C2538752	570	5860	439.3	408
557962at33208a	Complete	C2508648	515	3566	347.4	209
558368at33208a	Fragmented	C2344592	8	850	135.9	105
558385at33208a	Complete	scaffold53601	380	2515	234.2	171
558552at33208a	Complete	C2522840	37	2195	236.8	124
558791at33208a	Complete	scaffold3001	1256	5318	230.3	126
558897at33208a	Missing
558933at33208a	Complete	C2541756	1406	6524	248.4	178
559146at33208a	Missing
559501at33208a	Complete	scaffold27015	4499	7936	237.3	164
559576at33208a	Complete	scaffold58851	1466	4977	270.0	255
559732at33208a	Complete	C2325344	199	645	62.1	60
559883at33208a	Fragmented	scaffold8684	5223	6762	111.2	83
560453at33208a	Fragmented	C2438845	1	1549	160.1	86
560566at33208a	Complete	C2485282	15	1478	108.0	117
560584at33208a	Complete	C2549906	8538	9856	132.3	106
560694at33208a	Complete	C2542150	3406	5346	312.9	211
561054at33208a	Complete	scaffold62939	1	969	138.5	110
561248at33208a	Complete	C2466913	32	2125	174.1	184
561417at33208a	Missing
561688at33208a	Missing
561878at33208a	Complete	C2501746	1	2065	302.1	217
561943at33208a	Complete	scaffold54940	4476	6929	370.1	245
562780at33208a	Complete	C2544794	1932	5765	240.0	170
563084at33208a	Complete	scaffold42568	9325	10289	83.9	80
563358at33208a	Complete	C2498258	1	3055	180.0	144
563359at33208a	Complete	C2530848	1	1185	158.7	140
563426at33208a	Fragmented	C2455365	1	1398	271.8	147
563679at33208a	Complete	scaffold61383	1	2635	153.8	104
563832at33208a	Complete	C2545610	5317	7985	160.8	135
564234at33208a	Complete	scaffold60004	9645	13084	184.5	145
564286at33208a	Complete	C2544568	2546	7076	215.0	116
565053at33208a	Complete	scaffold14592	760	3393	201.4	168
566026at33208a	Complete	scaffold51568	2751	5665	249.3	184
566116at33208a	Complete	scaffold55252	1656	3969	365.9	215
566262at33208a	Complete	scaffold42999	712	1825	146.9	99
566447at33208a	Complete	C2544794	2042	7585	192.7	152
566527at33208a	Missing
566916at33208a	Complete	C2477443	1	736	61.5	85
567650at33208a	Missing
567750at33208a	Missing
567809at33208a	Complete	C2484362	458	2035	213.7	116
568022at33208a	Complete	C2451963	1004	1572	202.3	115
568170at33208a	Complete	C2489768	1	1945	223.1	148
568839at33208a	Complete	C2492724	127	2463	223.0	170
568949at33208a	Complete	C2545706	127	4329	258.9	160
569294at33208a	Complete	scaffold62653	4666	7245	197.9	175
569303at33208a	Complete	scaffold53024	3905	5372	283.3	235
569812at33208a	Fragmented	C2530708	1047	1748	148.9	131
569878at33208a	Complete	scaffold10257	76	2617	236.9	207
570262at33208a	Complete	scaffold62092	3281	6210	269.6	175
570646at33208a	Complete	C2500654	1	2552	204.6	129
570717at33208a	Complete	C2527612	1206	3376	267.7	169
571149at33208a	Complete	scaffold33792	861	2588	98.4	104
571944at33208a	Complete	scaffold63043	1806	3271	236.0	208
572074at33208a	Complete	C2510458	1	2762	134.3	141
572434at33208a	Complete	C2496814	1	3035	311.1	196
572463at33208a	Complete	scaffold56053	4734	12125	267.6	223
572754at33208a	Complete	scaffold52255	308	2477	187.0	124
572845at33208a	Complete	C2549260	8589	10474	252.2	159
573203at33208a	Missing
573237at33208a	Complete	C2524332	1	1525	206.6	148
573313at33208a	Fragmented	C2520794	2218	4106	195.9	124
574311at33208a	Complete	scaffold52512	1572	2107	61.2	76
575360at33208a	Complete	C2545790	539	2246	208.1	126
576633at33208a	Fragmented	C2430665	1242	1601	176.5	89
576938at33208a	Complete	scaffold51976	1346	3029	128.4	120
576997at33208a	Complete	scaffold43846	1099	4085	220.4	144
577068at33208a	Fragmented	C2410524	1	1193	122.5	85
577339at33208a	Complete	C2515386	3015	3919	125.2	82
577929at33208a	Fragmented	C2258188	1	376	95.3	66
578354at33208a	Complete	scaffold61777	4268	6953	227.7	127
578582at33208a	Missing
578684at33208a	Complete	scaffold58218	1	2461	186.4	149
578726at33208a	Missing
578734at33208a	Missing
578959at33208a	Complete	scaffold63124	3738	10115	187.6	116
579029at33208a	Complete	C2459185	1	1915	172.4	149
580062at33208a	Complete	C2545228	2933	3735	167.4	159
580288at33208a	Complete	scaffold60363	2762	5805	209.0	119
580851at33208a	Complete	C2544742	66	2841	100.6	122
580896at33208a	Missing
581006at33208a	Complete	scaffold61195	1876	4074	172.7	140
581475at33208a	Missing
581543at33208a	Complete	C2549794	379	2115	123.8	158
581547at33208a	Complete	C2537764	5369	6024	241.7	139
581621at33208a	Complete	C2537304	1492	5735	316.8	162
581717at33208a	Missing
581779at33208a	Complete	scaffold59095	6696	9882	176.8	296
582265at33208a	Fragmented	C2355404	385	916	97.0	61
582341at33208a	Duplicated	scaffold62699	545	5075	215.8	104
582341at33208a	Duplicated	C2526422	1	2465	215.8	104
582473at33208a	Complete	C2506750	1469	3255	242.6	159
582823at33208a	Complete	C2536888	3291	5725	300.3	209
582951at33208a	Complete	C2536362	426	3262	177.5	105
583626at33208a	Fragmented	scaffold47236	2138	4099	101.4	82
584023at33208a	Complete	C2530464	1944	4825	218.4	203
584333at33208a	Complete	C2497596	2230	2955	117.4	113
584373at33208a	Complete	scaffold30789	1	1693	72.3	62
585078at33208a	Complete	scaffold60336	531	3015	89.6	99
585232at33208a	Missing
585305at33208a	Complete	scaffold62445	1157	2245	169.6	85
585313at33208a	Fragmented	scaffold61387	2106	2570	227.2	121
585656at33208a	Complete	scaffold62696	7905	9523	236.4	153
585726at33208a	Complete	C2549286	4426	6240	187.7	155
585809at33208a	Complete	C2520146	86	2003	188.4	188
586156at33208a	Fragmented	scaffold58652	3743	3982	68.2	62
586310at33208a	Complete	C2503820	346	2232	177.9	136
586690at33208a	Complete	C2541692	136	4551	173.8	120
586719at33208a	Complete	scaffold54318	928	2643	229.4	128
587399at33208a	Complete	scaffold11128	7599	11435	121.8	134
587407at33208a	Missing
587513at33208a	Complete	C2550104	1	3985	319.3	263
587688at33208a	Complete	scaffold50824	7133	15034	104.9	84
587958at33208a	Missing
589773at33208a	Complete	C2541078	2876	6425	86.3	55
589901at33208a	Missing
590221at33208a	Missing
590347at33208a	Missing
590416at33208a	Fragmented	C2229262	1	452	211.1	111
590470at33208a	Complete	C2412444	1	1172	158.9	170
591316at33208a	Missing
591391at33208a	Missing
591498at33208a	Missing
592087at33208a	Complete	C2545790	6149	8141	220.9	137
592094at33208a	Fragmented	C2407714	102	1365	219.6	110
592759at33208a	Complete	C2550502	12735	14406	248.3	178
592872at33208a	Fragmented	C2318128	1	477	103.2	88
594172at33208a	Complete	C2546058	703	5636	243.3	119
594271at33208a	Missing
594842at33208a	Complete	scaffold6484	1570	3565	197.1	111
594937at33208a	Missing
595010at33208a	Complete	scaffold28476	3246	6689	288.8	278
595316at33208a	Complete	C2409776	1	1387	168.0	130
595404at33208a	Complete	C2480412	139	2185	196.0	125
595858at33208a	Complete	C2550734	1	1657	249.4	169
596131at33208a	Complete	C2549554	104	5132	177.8	101
596973at33208a	Fragmented	C2378668	1	1008	110.3	69
597023at33208a	Complete	scaffold62314	3503	5485	139.4	147
597816at33208a	Complete	C2550192	326	6824	159.5	140
598405at33208a	Fragmented	C2546072	7066	8248	114.3	72
598944at33208a	Fragmented	C2498066	1938	3128	161.4	117
599320at33208a	Fragmented	scaffold2446	1981	3748	69.8	41
600462at33208a	Complete	C2538844	2651	5685	166.0	183
600823at33208a	Complete	scaffold52451	1	1750	179.7	137
601242at33208a	Complete	C2538550	3566	5877	192.8	113
601650at33208a	Complete	C2499720	1	2683	141.3	112
601768at33208a	Complete	scaffold63124	3831	11448	270.4	235
601875at33208a	Missing
601886at33208a	Fragmented	C2463515	1037	1740	102.1	75
601967at33208a	Complete	scaffold53282	835	2761	197.3	125
602089at33208a	Complete	scaffold57859	6437	8505	174.6	99
602148at33208a	Complete	C2527052	3411	4155	100.2	76
602587at33208a	Complete	C2517550	3136	3763	118.5	68
603239at33208a	Complete	C2547814	6616	9075	138.4	131
603370at33208a	Complete	C2500056	138	2496	217.9	125
603609at33208a	Complete	C2380830	433	1105	148.8	105
603673at33208a	Missing
604211at33208a	Fragmented	scaffold14372	1	1806	39.0	53
604943at33208a	Fragmented	C2352304	1	896	111.4	67
605189at33208a	Complete	C2544322	5676	7073	85.7	83
606048at33208a	Missing
606539at33208a	Complete	C2545298	4426	6775	173.7	115
606748at33208a	Complete	C2542104	3370	5995	141.4	85
606776at33208a	Fragmented	scaffold43983	1114	2110	64.8	76
606795at33208a	Complete	C2547560	4555	6785	145.4	100
606958at33208a	Complete	C2423312	351	986	153.6	98
607862at33208a	Complete	C2487644	223	1405	150.4	111
608011at33208a	Complete	C2478621	1595	2487	143.5	73
608074at33208a	Complete	C2450547	26	1645	163.7	123
608190at33208a	Complete	scaffold61470	1386	3471	121.5	92
608669at33208a	Missing
608869at33208a	Complete	C2533420	4095	5301	148.7	105
608924at33208a	Complete	C2544196	2147	6207	183.9	118
609899at33208a	Fragmented	scaffold61001	1	5293	73.2	58
610427at33208a	Complete	scaffold62719	1	1416	124.9	79
610541at33208a	Complete	scaffold60601	1378	3301	156.1	141
611258at33208a	Fragmented	C2540384	2303	4512	140.0	128
611279at33208a	Complete	C2487968	1118	1920	247.4	191
611373at33208a	Complete	scaffold17908	916	4472	137.9	93
611891at33208a	Complete	scaffold62675	24	8783	70.8	95
612760at33208a	Missing
612825at33208a	Missing
613522at33208a	Complete	scaffold37927	143	2169	202.4	215
613580at33208a	Complete	scaffold53947	1532	7191	290.4	305
613851at33208a	Complete	C2525106	2165	3946	137.1	107
614305at33208a	Complete	scaffold57159	1	1864	169.6	168
615531at33208a	Complete	C2512194	2420	3652	133.1	82
615585at33208a	Complete	C2456821	705	1878	128.1	83
615840at33208a	Complete	scaffold45931	1209	3612	87.3	116
616120at33208a	Fragmented	C2410730	881	1294	106.4	75
616149at33208a	Complete	C2459097	282	764	101.4	80
616613at33208a	Complete	scaffold34655	1526	3427	166.0	79
616716at33208a	Complete	scaffold61470	182	1235	194.8	123
617020at33208a	Missing
617441at33208a	Fragmented	C2519552	1	777	132.3	57
617522at33208a	Complete	scaffold62239	158	5185	136.3	127
617667at33208a	Missing
618339at33208a	Complete	scaffold61192	1	2285	151.5	83
618421at33208a	Complete	C2442931	72	806	124.3	97
618516at33208a	Missing
618986at33208a	Complete	C2543212	3336	5984	132.6	121
619250at33208a	Complete	C2476521	1	1918	116.4	124
619326at33208a	Fragmented	C2372888	1	1009	109.1	57
619415at33208a	Complete	scaffold60708	816	3996	186.1	152
620546at33208a	Complete	scaffold22337	2345	3995	130.0	105
620753at33208a	Complete	C2547560	7540	8195	150.4	114
621585at33208a	Fragmented	scaffold20136	2205	3207	70.5	74
621808at33208a	Complete	scaffold59576	996	2045	174.4	81
622156at33208a	Complete	C2538608	1196	4471	155.7	126
622172at33208a	Complete	C2550004	606	2624	175.5	139
622270at33208a	Fragmented	C2448297	1407	1905	82.8	44
622461at33208a	Complete	scaffold51756	876	2365	191.2	107
622560at33208a	Complete	scaffold9001	1006	4059	219.8	143
623138at33208a	Missing
623324at33208a	Complete	scaffold56393	180	3476	211.7	117
623444at33208a	Missing
623995at33208a	Missing
625077at33208a	Complete	C2523138	2097	3845	152.4	106
625091at33208a	Complete	C2533262	1766	3230	111.4	76
625769at33208a	Fragmented	scaffold63097	21215	22950	92.3	64
628082at33208a	Complete	C2543302	2112	4965	162.5	74
628231at33208a	Fragmented	C2528940	3906	4884	81.6	55
628247at33208a	Complete	C2547700	3043	9105	120.0	92
629763at33208a	Fragmented	C2436329	1	1345	96.1	45
630073at33208a	Complete	C2546160	86	2953	125.6	58
631107at33208a	Fragmented	C2479197	1825	2100	134.0	70
631173at33208a	Complete	C2534490	3646	4747	127.8	83
631196at33208a	Complete	C2549616	565	3172	139.4	170
631662at33208a	Fragmented	scaffold46013	1794	5339	135.0	68
631767at33208a	Missing
631798at33208a	Complete	scaffold59810	769	2248	116.1	115
631811at33208a	Fragmented	C2529756	1094	5004	161.5	105
632234at33208a	Fragmented	C2441037	1	650	106.1	57
632472at33208a	Complete	C2510992	331	3599	134.6	108
632566at33208a	Complete	C2548588	5718	9705	250.1	151
633007at33208a	Complete	scaffold61255	1173	3295	183.9	132
633282at33208a	Complete	C2520968	519	2257	79.4	73
633619at33208a	Complete	scaffold59906	94	1979	81.5	41
634446at33208a	Complete	C2549954	3838	10025	140.6	78
634447at33208a	Complete	scaffold13589	3288	6424	163.7	90
636041at33208a	Complete	C2539066	1295	2415	131.9	86
636070at33208a	Complete	scaffold19392	1	1326	80.1	74
636300at33208a	Complete	scaffold62817	4186	5363	159.7	73
636423at33208a	Complete	scaffold51594	757	2231	112.6	98
637971at33208a	Missing
638541at33208a	Complete	C2546124	1316	4361	126.2	75
639252at33208a	Complete	C2480840	266	1915	123.5	105
640187at33208a	Complete	C2525336	63	1526	291.6	244
640349at33208a	Complete	C2459891	133	561	107.8	73
641073at33208a	Complete	scaffold58035	4488	6161	67.0	154
641257at33208a	Fragmented	C2388816	1	944	61.0	44
642323at33208a	Complete	C2411676	430	1295	107.7	69
642552at33208a	Complete	C2462091	346	1314	152.0	116
642773at33208a	Missing
643380at33208a	Complete	C2496142	1	2805	127.5	87
643883at33208a	Complete	C2526360	3365	3960	107.2	80
643954at33208a	Complete	C2477805	1680	2416	114.9	137
644034at33208a	Complete	C2544416	6969	7503	109.5	54
648300at33208a	Complete	C2510624	1	1001	76.5	114
649979at33208a	Complete	C2538844	1000	2385	121.4	98
