# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
448514at33208a	Complete	NW_015145287.1	472572	475306	398.3	293
449056at33208a	Complete	NW_015145034.1	538794	541374	301.3	236
449139at33208a	Complete	NW_015145044.1	896847	900043	558.5	316
449189at33208a	Complete	NW_015145150.1	22695	29751	634.3	406
450643at33208a	Complete	NW_015145440.1	212067	214542	177.5	204
450785at33208a	Complete	NW_015145088.1	727271	732176	145.9	93
451242at33208a	Complete	NW_015145085.1	176116	179025	288.7	209
451957at33208a	Complete	NW_015145023.1	1169618	1176353	596.9	383
452208at33208a	Complete	NW_015145025.1	1359665	1363426	242.4	185
452499at33208a	Complete	NW_015145148.1	1020227	1028728	393.5	282
452574at33208a	Complete	NW_015146008.1	75445	85152	506.6	380
453049at33208a	Complete	NW_015145088.1	76699	78991	440.9	398
453052at33208a	Complete	NW_015145620.1	231419	236018	427.9	321
453056at33208a	Complete	NW_015148955.1	4929396	4934205	592.7	372
453687at33208a	Complete	NW_015145019.1	1830195	1851035	371.0	266
454911at33208a	Complete	NW_015145165.1	1112829	1131448	521.7	489
455512at33208a	Complete	NW_015145229.1	820130	822993	229.1	176
455941at33208a	Complete	NW_015145026.1	1234037	1236973	282.9	259
456998at33208a	Complete	NW_015145126.1	444202	446125	233.2	218
457777at33208a	Complete	NW_015145012.1	972365	977182	606.8	320
458807at33208a	Complete	NW_015145506.1	56675	59049	406.1	279
458974at33208a	Complete	NW_015145153.1	1056344	1060454	175.2	147
458988at33208a	Complete	NW_015146484.1	71060	75401	767.7	465
459253at33208a	Complete	NW_015145440.1	520833	523083	328.7	211
460044at33208a	Complete	NW_015145009.1	3168005	3175158	445.9	294
460518at33208a	Complete	NW_015145070.1	1335547	1339664	435.1	278
461123at33208a	Complete	NW_015145400.1	170949	172264	229.0	246
461193at33208a	Complete	NW_015145038.1	2209400	2224632	264.3	222
462325at33208a	Complete	NW_015148955.1	2695148	2702451	406.7	294
462897at33208a	Complete	NW_015145088.1	938432	944822	442.3	341
463071at33208a	Complete	NW_015145005.1	4567636	4570688	281.7	252
464204at33208a	Complete	NW_015145025.1	2281550	2288519	427.3	300
464243at33208a	Complete	NW_015145044.1	712858	715594	99.5	121
464286at33208a	Complete	NW_015145090.1	249314	254227	484.2	397
464312at33208a	Complete	NW_015145085.1	1279992	1285593	253.1	299
464987at33208a	Complete	NW_015145076.1	898929	901744	271.9	165
465092at33208a	Complete	NW_015145178.1	281115	287099	420.3	221
465401at33208a	Complete	NW_015145025.1	658943	661321	266.0	189
465512at33208a	Complete	NW_015145158.1	729592	745000	1132.4	834
465651at33208a	Complete	NW_015145481.1	57557	64106	139.1	163
465703at33208a	Complete	NW_015145037.1	1260645	1263087	305.4	204
465933at33208a	Complete	NW_015145079.1	970788	975030	336.9	235
466616at33208a	Complete	NW_015145006.1	148763	152164	632.3	578
466942at33208a	Complete	NW_015145088.1	219626	224420	159.0	193
467106at33208a	Complete	NW_015145020.1	1477271	1482858	376.0	250
467142at33208a	Complete	NW_015145164.1	19582	25391	387.0	322
467744at33208a	Complete	NW_015145138.1	84672	88265	383.7	264
468248at33208a	Complete	NW_015145039.1	788699	795736	397.8	284
468359at33208a	Complete	NW_015145419.1	210330	212906	426.1	276
468631at33208a	Complete	NW_015145093.1	1227663	1233462	200.1	170
468710at33208a	Complete	NW_015145339.1	624760	634255	184.3	174
468757at33208a	Complete	NW_015145007.1	784275	790077	387.0	270
469367at33208a	Complete	NW_015145124.1	1086945	1092021	360.0	283
470197at33208a	Complete	NW_015145242.1	346605	353638	265.3	280
470523at33208a	Complete	NW_015145039.1	819972	828712	277.8	195
471608at33208a	Complete	NW_015145028.1	2139850	2142638	323.2	214
471787at33208a	Complete	NW_015145101.1	955014	958160	391.5	277
472313at33208a	Complete	NW_015145078.1	889265	891925	389.6	250
472352at33208a	Complete	NW_015145002.1	3132812	3137123	209.2	234
473106at33208a	Complete	NW_015145114.1	377450	381426	415.2	300
474144at33208a	Complete	NW_015145440.1	517697	520320	266.2	201
474302at33208a	Complete	NW_015145153.1	1394495	1409903	254.1	262
474387at33208a	Complete	NW_015145150.1	422124	442262	460.2	302
475826at33208a	Complete	NW_015145009.1	748233	751905	317.1	220
476036at33208a	Complete	NW_015145041.1	253367	264134	368.5	238
477052at33208a	Complete	NW_015146001.1	48882	51752	352.4	234
477939at33208a	Complete	NW_015145023.1	47008	50717	277.7	305
477998at33208a	Complete	NW_015145095.1	252845	282516	372.1	485
478073at33208a	Complete	NW_015145006.1	1209429	1212226	426.6	226
478984at33208a	Complete	NW_015145076.1	2224977	2228942	350.5	258
480700at33208a	Complete	NW_015145193.1	92760	96272	193.4	165
480735at33208a	Complete	NW_015145389.1	441379	445991	365.4	243
481557at33208a	Complete	NW_015145083.1	1181058	1187245	220.3	305
482691at33208a	Complete	NW_015145076.1	2196006	2200174	422.4	245
483489at33208a	Complete	NW_015145305.1	595647	601973	345.7	280
485003at33208a	Missing
485696at33208a	Complete	NW_015145034.1	432037	439505	207.2	221
486370at33208a	Complete	NW_015145313.1	488752	498166	305.7	280
486431at33208a	Complete	NW_015145011.1	350789	353913	467.1	432
486743at33208a	Complete	NW_015145178.1	891387	894822	165.2	185
486993at33208a	Complete	NW_015145693.1	38638	47687	214.2	241
487873at33208a	Complete	NW_015145036.1	1003362	1005998	115.4	124
487987at33208a	Complete	NW_015145060.1	729933	735962	215.9	173
488559at33208a	Complete	NW_015145161.1	439945	441448	246.9	168
488635at33208a	Complete	NW_015145076.1	2247371	2252754	290.3	238
489359at33208a	Complete	NW_015145022.1	1752045	1758384	222.1	220
489858at33208a	Complete	NW_015145400.1	364676	369285	240.5	181
489997at33208a	Complete	NW_015145068.1	1026432	1053540	387.1	580
490248at33208a	Complete	NW_015145331.1	616137	629973	248.8	171
490961at33208a	Complete	NW_015145034.1	70739	72557	169.3	272
491252at33208a	Complete	NW_015145350.1	647832	649182	205.1	183
491289at33208a	Complete	NW_015145004.1	4068899	4071891	364.7	245
492033at33208a	Fragmented	NW_015145078.1	582608	584321	204.2	97
493148at33208a	Fragmented	NW_015145114.1	99444	105637	118.9	110
493505at33208a	Complete	NW_015145002.1	424513	426075	324.9	188
493913at33208a	Complete	NW_015145007.1	769049	773118	471.5	398
494057at33208a	Complete	NW_015145076.1	1755535	1757924	270.9	171
495100at33208a	Complete	NW_015145084.1	98417	103452	386.2	218
495175at33208a	Complete	NW_015145242.1	315778	322299	218.2	204
495207at33208a	Complete	NW_015145440.1	557693	560178	271.6	238
495311at33208a	Complete	NW_015145093.1	1241930	1246587	256.2	162
495329at33208a	Complete	NW_015145037.1	1571264	1572507	206.1	177
495389at33208a	Complete	NW_015145088.1	57080	58760	165.1	163
495605at33208a	Complete	NW_015145100.1	14736	16892	412.6	226
495802at33208a	Complete	NW_015145287.1	478409	479577	87.6	68
495926at33208a	Complete	NW_015145167.1	883283	887059	156.1	177
496070at33208a	Complete	NW_015145076.1	971690	975722	166.1	178
496219at33208a	Complete	NW_015145101.1	88919	95459	417.7	249
498535at33208a	Complete	NW_015145349.1	277450	280417	379.5	213
500261at33208a	Complete	NW_015145419.1	281872	289277	373.9	294
500808at33208a	Complete	NW_015145138.1	692914	696240	409.9	306
501396at33208a	Complete	NW_015145024.1	2270373	2285760	313.0	168
501546at33208a	Complete	NW_015145099.1	1599126	1602216	158.7	145
501788at33208a	Complete	NW_015145078.1	152829	155472	229.9	162
502128at33208a	Complete	NW_015145022.1	1702008	1708179	431.9	270
502407at33208a	Complete	NW_015145004.1	3605022	3609777	256.3	172
502429at33208a	Complete	NW_015145036.1	2057156	2059829	291.5	186
502584at33208a	Complete	NW_015145287.1	574663	576034	219.0	236
502691at33208a	Complete	NW_015145005.1	4079756	4082225	356.8	205
503333at33208a	Complete	NW_015145076.1	2228735	2232607	489.0	281
503828at33208a	Complete	NW_015145022.1	1788823	1799022	184.8	139
504207at33208a	Complete	NW_015145005.1	5634816	5637447	455.7	309
504292at33208a	Complete	NW_015145440.1	596746	599401	273.2	188
504691at33208a	Complete	NW_015145551.1	634131	636612	168.5	129
504731at33208a	Complete	NW_015145909.1	197433	204224	391.1	237
504912at33208a	Complete	NW_015145060.1	690669	693463	124.5	136
505248at33208a	Complete	NW_015145035.1	1164416	1171221	294.8	169
505718at33208a	Complete	NW_015145139.1	564554	571090	98.4	99
508188at33208a	Complete	NW_015145087.1	786063	788407	285.1	243
508379at33208a	Complete	NW_015145157.1	996809	998774	221.8	130
508986at33208a	Complete	NW_015145673.1	196966	199282	156.9	200
509494at33208a	Complete	NW_015145002.1	4656256	4657816	263.2	144
509816at33208a	Complete	NW_015145022.1	1428730	1438645	269.2	158
510174at33208a	Complete	NW_015145009.1	950786	954217	378.3	280
510522at33208a	Complete	NW_015145022.1	1598334	1607384	212.7	171
510581at33208a	Complete	NW_015145153.1	199576	202214	328.0	229
511272at33208a	Complete	NW_015145027.1	1269247	1275810	258.8	192
511386at33208a	Complete	NW_015145114.1	246652	252875	500.8	453
511575at33208a	Duplicated	NW_015145375.1	3686	5116	282.4	155
511575at33208a	Duplicated	NW_015145375.1	7106	11731	263.7	153
511668at33208a	Complete	NW_015145137.1	2276	5662	205.3	189
514121at33208a	Complete	NW_015145020.1	184360	185830	321.9	215
514296at33208a	Complete	NW_015145085.1	286005	289479	249.3	135
514565at33208a	Complete	NW_015145551.1	605970	609851	377.8	190
514675at33208a	Complete	NW_015145006.1	1013556	1017587	263.1	196
514698at33208a	Complete	NW_015145025.1	1196905	1199182	244.3	171
514724at33208a	Complete	NW_015145041.1	411146	418378	202.8	207
514727at33208a	Complete	NW_015145339.1	885708	891207	158.1	215
514740at33208a	Complete	NW_015145003.1	538842	542104	292.2	176
514834at33208a	Complete	NW_015145024.1	1988556	1994461	58.2	109
514892at33208a	Complete	NW_015145011.1	201091	202471	313.5	207
515058at33208a	Complete	NW_015145153.1	195005	199532	518.0	350
515377at33208a	Complete	NW_015145193.1	152997	161249	194.1	188
515410at33208a	Complete	NW_015145035.1	1394697	1398585	212.7	153
515425at33208a	Complete	NW_015145100.1	160259	163254	225.9	209
515528at33208a	Complete	NW_015145061.1	383066	386405	319.9	283
515640at33208a	Complete	NW_015145419.1	273488	276559	347.6	196
516078at33208a	Complete	NW_015145034.1	907605	910448	356.1	239
516321at33208a	Complete	NW_015145088.1	474873	478771	249.5	135
516481at33208a	Complete	NW_015145068.1	2006856	2013499	148.3	182
516659at33208a	Complete	NW_015145157.1	132542	134549	208.6	199
516716at33208a	Complete	NW_015145157.1	140684	145470	368.5	350
517311at33208a	Complete	NW_015145023.1	329926	339645	233.4	184
517525at33208a	Complete	NW_015145836.1	351197	361351	501.5	288
517686at33208a	Complete	NW_015145138.1	1065337	1070421	152.3	99
517968at33208a	Fragmented	NW_015145028.1	175655	178281	94.3	63
518288at33208a	Complete	NW_015145088.1	14127	21150	345.7	280
518569at33208a	Complete	NW_015145242.1	417718	421688	404.5	301
518635at33208a	Complete	NW_015145139.1	606198	613955	67.3	316
519030at33208a	Complete	NW_015145660.1	5895	7079	224.9	186
519303at33208a	Complete	NW_015145002.1	2034277	2037288	432.8	357
519777at33208a	Complete	NW_015145100.1	22273	24102	251.1	255
520011at33208a	Complete	NW_015145037.1	502382	505574	284.2	217
521343at33208a	Complete	NW_015145544.1	147206	181373	171.2	152
522886at33208a	Complete	NW_015145002.1	2730413	2735929	292.7	248
522988at33208a	Complete	NW_015145142.1	363269	375021	268.3	324
523206at33208a	Complete	NW_015145615.1	342671	346032	140.9	123
523376at33208a	Complete	NW_015145551.1	350427	354038	259.1	241
523534at33208a	Complete	NW_015145006.1	2929233	2932228	263.6	150
524148at33208a	Complete	NW_015145019.1	1860064	1868654	382.7	313
524165at33208a	Complete	NW_015145107.1	1227280	1240486	403.8	348
524322at33208a	Complete	NW_015145024.1	1620581	1623323	182.7	127
525542at33208a	Complete	NW_015145024.1	2174183	2179089	225.6	187
525888at33208a	Complete	NW_015145028.1	447390	457276	235.3	157
526074at33208a	Complete	NW_015145033.1	717525	724099	280.6	170
526487at33208a	Complete	NW_015145506.1	181147	182495	324.4	168
526673at33208a	Complete	NW_015145036.1	4029	8855	399.3	265
526839at33208a	Complete	NW_015145543.1	19194	58953	254.6	275
527406at33208a	Complete	NW_015145126.1	520020	525968	393.2	242
528325at33208a	Complete	NW_015145088.1	55200	57148	305.6	158
529092at33208a	Complete	NW_015145011.1	664398	666986	201.7	141
529093at33208a	Complete	NW_015145229.1	824082	825724	341.8	214
529708at33208a	Complete	NW_015145350.1	497302	501023	280.6	231
529852at33208a	Complete	NW_015145028.1	2725821	2727989	198.1	145
530431at33208a	Complete	NW_015145013.1	676698	681653	535.8	413
532406at33208a	Complete	NW_015145229.1	653396	654908	282.6	189
532693at33208a	Complete	NW_015145125.1	48813	54288	268.1	252
532728at33208a	Complete	NW_015145229.1	736206	736803	150.4	127
532930at33208a	Complete	NW_015145350.1	263473	265496	224.7	184
533666at33208a	Complete	NW_015145098.1	91275	97865	159.5	176
533690at33208a	Complete	NW_015145002.1	4129565	4132674	257.2	182
534172at33208a	Complete	NW_015145473.1	713500	716223	340.1	211
534206at33208a	Complete	NW_015145003.1	1334259	1336684	132.9	142
534312at33208a	Complete	NW_015145157.1	138968	140568	237.4	133
534757at33208a	Complete	NW_015145034.1	2090425	2092154	221.0	191
534808at33208a	Complete	NW_015145011.1	2027801	2036302	379.4	269
535268at33208a	Complete	NW_015145440.1	238	8385	311.6	192
535367at33208a	Complete	NW_015145167.1	907670	913799	206.1	184
535524at33208a	Complete	NW_015145148.1	785080	786178	278.9	160
535650at33208a	Complete	NW_015145084.1	1010006	1011690	261.5	133
535664at33208a	Complete	NW_015145414.1	65770	68468	150.1	121
535782at33208a	Complete	NW_015145125.1	661848	667038	215.9	164
535806at33208a	Complete	NW_015145349.1	269924	271188	183.1	132
536251at33208a	Complete	NW_015145114.1	264157	266607	163.4	128
537470at33208a	Fragmented	NW_015145183.1	125739	133386	190.7	116
537548at33208a	Complete	NW_015145142.1	26500	36029	280.0	179
537718at33208a	Complete	NW_015145020.1	2296502	2299455	160.5	354
537923at33208a	Complete	NW_015145287.1	636988	638493	279.4	156
538442at33208a	Missing
539043at33208a	Complete	NW_015145008.1	362510	369856	231.6	148
539215at33208a	Complete	NW_015145139.1	226404	230755	220.2	162
539234at33208a	Complete	NW_015145197.1	113146	119366	229.7	129
539360at33208a	Complete	NW_015145023.1	1509153	1511174	157.3	164
539600at33208a	Complete	NW_015145079.1	640413	641837	223.4	168
540193at33208a	Complete	NW_015145002.1	1033237	1044370	172.5	349
541231at33208a	Complete	NW_015145396.1	304677	305009	53.2	107
541260at33208a	Complete	NW_015145860.1	81020	82313	119.6	81
541421at33208a	Complete	NW_015145440.1	566214	567940	285.6	180
543124at33208a	Complete	NW_015145836.1	119291	125759	315.1	249
543269at33208a	Complete	NW_015145036.1	2143622	2147790	212.1	178
544546at33208a	Complete	NW_015145349.1	268468	269710	118.3	131
544849at33208a	Complete	NW_015145349.1	347834	350563	224.3	141
544919at33208a	Complete	NW_015145167.1	254876	266404	344.6	351
545063at33208a	Complete	NW_015145079.1	836	3124	177.2	228
545389at33208a	Complete	NW_015145004.1	4088024	4090160	275.8	166
545641at33208a	Complete	NW_015145060.1	277989	280874	221.7	121
545744at33208a	Complete	NW_015145012.1	1793255	1796050	129.0	95
545889at33208a	Missing
546305at33208a	Complete	NW_015145573.1	39563	40902	113.8	107
546751at33208a	Complete	NW_015145026.1	1619592	1627534	252.2	152
547099at33208a	Complete	NW_015145009.1	53871	56051	236.5	175
547341at33208a	Complete	NW_015145573.1	657923	660604	320.1	221
547766at33208a	Complete	NW_015145112.1	196351	200253	285.0	181
548327at33208a	Complete	NW_015145031.1	548463	555849	189.2	135
548444at33208a	Complete	NW_015145006.1	113288	114846	348.8	252
548732at33208a	Complete	NW_015145007.1	779009	782450	218.4	133
549156at33208a	Complete	NW_015145088.1	665673	667326	246.7	137
549988at33208a	Complete	NW_015145326.1	356865	362360	179.6	167
551166at33208a	Complete	NW_015145331.1	418281	422922	164.9	100
551620at33208a	Complete	NW_015145039.1	2112078	2114951	220.9	300
551632at33208a	Complete	NW_015145414.1	134932	137332	263.7	194
551831at33208a	Missing
552201at33208a	Complete	NW_015145693.1	994	4131	340.6	178
552359at33208a	Complete	NW_015145693.1	475349	477370	156.8	115
552764at33208a	Complete	NW_015145023.1	2766376	2769582	316.8	167
552949at33208a	Complete	NW_015145002.1	2373706	2376213	84.0	209
553411at33208a	Complete	NW_015145038.1	2061303	2068184	215.0	206
553585at33208a	Complete	NW_015145153.1	941913	950232	319.4	206
554010at33208a	Complete	NW_015145112.1	173489	180016	306.6	196
554815at33208a	Complete	NW_015145009.1	1466894	1470046	294.8	189
555162at33208a	Complete	NW_015145084.1	617845	620294	299.8	149
555390at33208a	Complete	NW_015146685.1	2236	6664	237.0	129
555538at33208a	Complete	NW_015145159.1	191755	194763	130.6	161
556039at33208a	Complete	NW_015145481.1	79630	85362	124.3	107
556189at33208a	Complete	NW_015145036.1	846467	848919	195.0	164
556337at33208a	Complete	NW_015145068.1	400095	403137	223.0	124
556445at33208a	Complete	NW_015145164.1	841598	844366	165.7	120
556461at33208a	Complete	NW_015145400.1	408694	411329	121.8	91
556510at33208a	Complete	NW_015145084.1	1241519	1243084	172.3	135
556587at33208a	Complete	NW_015145242.1	604843	607556	139.6	139
556750at33208a	Complete	NW_015145137.1	297448	305117	112.4	131
556925at33208a	Complete	NW_015145440.1	513278	515174	54.9	117
557292at33208a	Complete	NW_015145095.1	1502041	1505327	283.9	185
557596at33208a	Duplicated	NW_015145095.1	167105	171759	337.1	179
557596at33208a	Duplicated	NW_015145331.1	346463	350509	338.6	179
557694at33208a	Complete	NW_015145229.1	765461	775285	179.3	228
557834at33208a	Complete	NW_015145148.1	476018	485776	442.4	410
557962at33208a	Complete	NW_015145229.1	404609	409187	358.6	241
558368at33208a	Complete	NW_015145085.1	322296	325815	269.8	179
558385at33208a	Complete	NW_015145028.1	2793309	2795369	234.2	171
558552at33208a	Complete	NW_015145068.1	742488	744633	236.8	124
558791at33208a	Complete	NW_015145022.1	1299188	1302916	230.6	126
558897at33208a	Complete	NW_015145027.1	1276928	1281573	197.3	148
558933at33208a	Complete	NW_015145414.1	84624	100824	194.7	151
559146at33208a	Complete	NW_015145864.1	16584	20152	89.7	89
559501at33208a	Complete	NW_015145038.1	2145974	2150316	309.6	214
559576at33208a	Complete	NW_015145414.1	33283	37623	294.4	267
559732at33208a	Complete	NW_015145138.1	674716	675162	61.7	55
559883at33208a	Complete	NW_015145148.1	397482	403374	228.3	159
560453at33208a	Fragmented	NW_015145363.1	561313	563267	160.1	86
560566at33208a	Complete	NW_015145019.1	179761	183940	163.2	165
560584at33208a	Complete	NW_015145339.1	87436	88744	132.1	122
560694at33208a	Complete	NW_015145009.1	1756919	1758806	312.5	211
561054at33208a	Complete	NW_015145088.1	323336	324799	151.6	130
561248at33208a	Complete	NW_015145098.1	1444707	1446810	174.1	184
561417at33208a	Complete	NW_015145137.1	337139	375626	196.5	124
561688at33208a	Complete	NW_015145012.1	30953	33250	192.1	203
561878at33208a	Complete	NW_015145114.1	405801	411504	302.1	217
561943at33208a	Complete	NW_015145033.1	969891	972493	368.4	245
562780at33208a	Complete	NW_015145134.1	90033	94235	240.0	170
563084at33208a	Complete	NW_015145088.1	88312	89271	81.5	80
563358at33208a	Complete	NW_015145419.1	283161	286579	179.2	144
563359at33208a	Complete	NW_015145011.1	1306862	1309161	169.1	166
563426at33208a	Complete	NW_015145093.1	1077717	1082716	325.7	259
563679at33208a	Complete	NW_015145860.1	75008	76670	153.7	103
563832at33208a	Complete	NW_015145163.1	1000331	1002922	162.2	135
564234at33208a	Complete	NW_015145163.1	430725	433842	184.5	145
564286at33208a	Complete	NW_015145006.1	129889	137138	214.4	116
565053at33208a	Complete	NW_015145138.1	529812	539929	194.5	167
566026at33208a	Complete	NW_015145038.1	1967496	1970047	248.6	184
566116at33208a	Complete	NW_015145414.1	201586	204453	364.8	215
566262at33208a	Complete	NW_015145002.1	4054784	4055882	146.9	99
566447at33208a	Complete	NW_015145134.1	83944	90991	192.8	152
566527at33208a	Complete	NW_015145090.1	251139	252483	208.7	157
566916at33208a	Complete	NW_015145028.1	2723125	2725460	93.9	90
567650at33208a	Complete	NW_015145174.1	297617	312851	172.8	205
567750at33208a	Complete	NW_015146066.1	15681	23135	143.3	104
567809at33208a	Complete	NW_015145011.1	1719929	1722084	213.7	116
568022at33208a	Complete	NW_015145009.1	70427	72552	231.1	151
568170at33208a	Complete	NW_015145023.1	1954783	1957935	237.4	185
568839at33208a	Complete	NW_015145041.1	429503	434102	229.8	204
568949at33208a	Complete	NW_015145100.1	156476	160207	260.1	160
569294at33208a	Complete	NW_015145002.1	5856212	5858730	197.2	174
569303at33208a	Complete	NW_015145036.1	2097944	2101254	284.8	235
569812at33208a	Complete	NW_015145022.1	1875712	1880839	281.3	207
569878at33208a	Complete	NW_015145070.1	2018059	2024925	252.6	207
570262at33208a	Complete	NW_015145148.1	975614	978683	269.0	175
570646at33208a	Complete	NW_015145035.1	940250	943917	233.4	146
570717at33208a	Complete	NW_015145038.1	2016004	2018002	264.4	169
571149at33208a	Complete	NW_015145060.1	612536	614265	98.4	104
571944at33208a	Complete	NW_015145004.1	4097218	4098669	236.7	208
572074at33208a	Complete	NW_015145180.1	712793	718475	181.7	237
572434at33208a	Complete	NW_015145961.1	115311	117866	311.3	197
572463at33208a	Complete	NW_015145083.1	936322	943647	267.6	223
572754at33208a	Complete	NW_015145463.1	1376	4958	186.0	124
572845at33208a	Complete	NW_015145033.1	1736922	1737833	250.6	159
573203at33208a	Complete	NW_015145544.1	65207	72956	264.2	318
573237at33208a	Complete	NW_015145075.1	658829	661317	263.6	216
573313at33208a	Complete	NW_015145106.1	378608	382696	329.1	271
574311at33208a	Complete	NW_015145715.1	220846	221420	61.3	76
575360at33208a	Complete	NW_015145142.1	24850	31895	205.3	126
576633at33208a	Complete	NW_015145331.1	340864	345031	283.9	170
576938at33208a	Complete	NW_015145440.1	572654	574141	128.6	120
576997at33208a	Complete	NW_015145647.1	452087	460444	222.1	144
577068at33208a	Complete	NW_015145095.1	103092	117212	253.9	197
577339at33208a	Complete	NW_015145135.1	1349845	1352909	150.3	111
577929at33208a	Complete	NW_015145012.1	713233	721341	120.9	110
578354at33208a	Complete	NW_015145036.1	1154255	1160941	227.7	127
578582at33208a	Complete	NW_015145106.1	553225	557580	215.6	146
578684at33208a	Complete	NW_015145870.1	25786	33975	250.6	199
578726at33208a	Complete	NW_015145078.1	1251223	1253035	215.3	210
578734at33208a	Complete	NW_015145024.1	724182	730424	221.7	192
578959at33208a	Complete	NW_015145221.1	128195	133099	187.6	116
579029at33208a	Complete	NW_015145004.1	3540622	3543339	171.2	149
580062at33208a	Complete	NW_015145034.1	938092	940769	166.2	159
580288at33208a	Complete	NW_015145148.1	677877	681402	227.9	116
580851at33208a	Complete	NW_015145024.1	1306944	1309971	98.6	123
580896at33208a	Complete	NW_015145153.1	784873	793625	288.7	260
581006at33208a	Complete	NW_015145002.1	1249948	1257589	170.1	140
581475at33208a	Complete	NW_015145005.1	165341	166584	200.0	136
581543at33208a	Complete	NW_015145002.1	1596707	1598473	122.4	158
581547at33208a	Complete	NW_015145084.1	1004069	1014670	243.0	144
581621at33208a	Complete	NW_015145068.1	2035570	2039969	316.8	162
581717at33208a	Complete	NW_015145836.1	127135	131293	231.1	243
581779at33208a	Complete	NW_015145037.1	1582757	1589629	176.3	274
582265at33208a	Complete	NW_015145440.1	515238	517335	224.3	159
582341at33208a	Duplicated	NW_015148955.1	4685840	4690360	215.8	104
582341at33208a	Duplicated	NW_015145060.1	392030	393321	215.8	104
582473at33208a	Complete	NW_015145267.1	66264	68134	243.1	159
582823at33208a	Complete	NW_015145163.1	90789	93990	300.6	209
582951at33208a	Complete	NW_015145017.1	6736	9471	177.5	105
583626at33208a	Complete	NW_015145126.1	417955	421242	162.4	137
584023at33208a	Complete	NW_015145148.1	1017400	1020184	218.5	203
584333at33208a	Complete	NW_015145041.1	217538	219555	116.6	113
584373at33208a	Complete	NW_015145093.1	851770	860694	48.3	61
585078at33208a	Complete	NW_015145294.1	7874	8592	90.2	99
585232at33208a	Complete	NW_015145533.1	93752	103042	124.5	110
585305at33208a	Complete	NW_015145551.1	339381	340486	169.6	85
585313at33208a	Complete	NW_015145161.1	764729	766370	303.2	186
585656at33208a	Complete	NW_015145090.1	207346	209115	236.4	153
585726at33208a	Complete	NW_015145044.1	906690	907584	187.7	155
585809at33208a	Complete	NW_015145034.1	2118749	2120539	188.2	188
586156at33208a	Complete	NW_015145100.1	362034	365521	131.5	116
586310at33208a	Complete	NW_015145350.1	653011	654895	178.6	136
586690at33208a	Complete	NW_015145616.1	130487	139816	173.8	120
586719at33208a	Complete	NW_015145011.1	2027804	2030228	227.6	128
587399at33208a	Complete	NW_015148955.1	546442	550384	121.2	134
587407at33208a	Missing
587513at33208a	Complete	NW_015145005.1	4111081	4116012	328.9	282
587688at33208a	Complete	NW_015145002.1	1091684	1099568	102.7	84
587958at33208a	Complete	NW_015145039.1	1290001	1293342	185.2	84
589773at33208a	Complete	NW_015145035.1	1877155	1883112	86.1	55
589901at33208a	Missing
590221at33208a	Complete	NW_015145035.1	937948	940482	119.5	95
590347at33208a	Complete	NW_015145007.1	670296	675039	154.1	145
590416at33208a	Complete	NW_015145158.1	284080	288794	284.1	176
590470at33208a	Complete	NW_015145031.1	1363712	1366349	159.2	178
591316at33208a	Complete	NW_015145364.1	262	8693	145.4	91
591391at33208a	Complete	NW_015145034.1	964893	968663	177.3	132
591498at33208a	Complete	NW_015145107.1	1218442	1223928	183.6	160
592087at33208a	Complete	NW_015145142.1	35831	38359	235.0	157
592094at33208a	Complete	NW_015145190.1	498664	501290	301.7	170
592759at33208a	Complete	NW_015145084.1	17735	19442	247.3	179
592872at33208a	Complete	NW_015145868.1	184702	188857	190.0	146
594172at33208a	Complete	NW_015145168.1	646486	654362	243.7	119
594271at33208a	Complete	NW_015145083.1	1665396	1671048	80.8	88
594842at33208a	Complete	NW_015145024.1	2121783	2123579	197.1	111
594937at33208a	Complete	NW_015145342.1	330159	340158	69.3	98
595010at33208a	Complete	NW_015145165.1	997091	998339	287.5	278
595316at33208a	Complete	NW_015145229.1	782721	787378	168.1	130
595404at33208a	Complete	NW_015145101.1	82657	86059	197.6	125
595858at33208a	Complete	NW_015145693.1	172585	176710	473.5	354
596131at33208a	Complete	NW_015146172.1	8175	12975	177.8	101
596973at33208a	Complete	NW_015145005.1	4142799	4145587	238.5	165
597023at33208a	Complete	NW_015145033.1	1895280	1897305	133.8	147
597816at33208a	Complete	NW_015145638.1	35546	49465	161.3	140
598405at33208a	Complete	NW_015145137.1	666660	669100	141.8	91
598944at33208a	Complete	NW_015145544.1	271447	274164	237.5	220
599320at33208a	Complete	NW_015145028.1	454507	458504	159.3	94
600462at33208a	Complete	NW_015145023.1	1891348	1893806	165.8	181
600823at33208a	Complete	NW_015145068.1	26334	28014	177.8	137
601242at33208a	Complete	NW_015145153.1	793388	795782	192.8	113
601650at33208a	Complete	NW_015145142.1	638066	644961	141.3	112
601768at33208a	Complete	NW_015145221.1	125298	129032	268.8	235
601875at33208a	Complete	NW_015145137.1	660463	666576	200.7	225
601886at33208a	Complete	NW_015145473.1	526444	528909	230.3	181
601967at33208a	Complete	NW_015145125.1	806583	808507	196.8	125
602089at33208a	Complete	NW_015145002.1	2462886	2466349	174.6	99
602148at33208a	Complete	NW_015145137.1	300118	300853	100.0	76
