# BUSCO version is: 4.0.5 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length
480700at33208a	Complete	scaffold62123	7740	11255	192.6	158
480735at33208a	Complete	C2561226	3786	8408	363.6	243
481557at33208a	Complete	scaffold62937	3846	6704	220.0	299
482691at33208a	Fragmented	scaffold4270	4261	6324	255.6	158
483489at33208a	Fragmented	C2565062	683	9462	220.5	180
485003at33208a	Missing
485696at33208a	Complete	C2567798	216	6386	204.5	221
486370at33208a	Complete	scaffold65873	15760	18152	240.2	182
486431at33208a	Complete	scaffold42574	3179	6415	465.7	437
486743at33208a	Complete	C2537567	706	4205	163.8	185
486993at33208a	Complete	scaffold62453	10344	17455	204.3	184
487873at33208a	Missing
487987at33208a	Fragmented	scaffold5400	766	1329	125.8	92
488559at33208a	Complete	C2466195	771	1522	188.7	126
488635at33208a	Complete	C2557896	843	4902	291.3	238
489359at33208a	Complete	C2561160	91	7465	163.8	199
489858at33208a	Complete	scaffold65168	7406	11168	240.6	180
489997at33208a	Missing
490248at33208a	Complete	scaffold63304	496	4040	233.9	135
490961at33208a	Complete	C2566516	13	1987	150.0	218
491252at33208a	Complete	C2562344	6196	7540	205.2	182
491289at33208a	Complete	scaffold26014	1	2310	237.0	140
492033at33208a	Complete	scaffold28820	1	1388	235.1	132
493148at33208a	Complete	scaffold67049	5018	9529	147.8	177
493505at33208a	Complete	scaffold19230	3887	13005	323.2	188
493913at33208a	Complete	scaffold61829	9012	17368	472.1	397
494057at33208a	Complete	scaffold60952	440	2045	270.9	171
495100at33208a	Complete	scaffold67445	1	3725	386.5	218
495175at33208a	Complete	scaffold52729	1	2825	246.8	181
495207at33208a	Complete	scaffold53504	6306	8873	271.1	238
495311at33208a	Fragmented	scaffold66809	1012	2050	87.4	56
495329at33208a	Complete	C2549389	1273	2376	206.1	177
495389at33208a	Complete	scaffold64964	3970	5333	168.9	164
495605at33208a	Complete	C2554217	1	6655	355.5	200
495802at33208a	Complete	C2569168	14675	15746	87.6	68
495926at33208a	Complete	C2546141	1	3485	113.6	129
496070at33208a	Complete	scaffold3644	1	2492	102.1	122
496219at33208a	Complete	scaffold16657	586	2665	419.1	250
498535at33208a	Complete	C2570010	3076	6062	379.4	213
500261at33208a	Complete	scaffold67528	18508	24440	375.6	295
500808at33208a	Complete	scaffold57033	3963	7485	419.8	305
501396at33208a	Complete	scaffold17316	516	9612	313.4	168
501546at33208a	Complete	C2563474	1072	8259	158.7	145
501788at33208a	Complete	scaffold50543	3862	7495	230.9	162
502128at33208a	Fragmented	C2515985	1744	3352	156.9	139
502407at33208a	Complete	scaffold47950	14228	17938	255.2	172
502429at33208a	Complete	scaffold36405	315	1252	252.8	158
502584at33208a	Complete	C2569874	4077	5347	221.0	235
502691at33208a	Complete	C2557782	2857	6129	354.4	205
503333at33208a	Fragmented	C2466063	1	1325	256.7	119
503828at33208a	Complete	scaffold67408	27231	31686	185.7	140
504207at33208a	Fragmented	C2559878	1	1016	170.6	153
504292at33208a	Complete	scaffold52638	489	4125	273.6	187
504691at33208a	Complete	scaffold62526	94	3905	168.5	129
504731at33208a	Complete	scaffold13641	3808	7289	262.5	168
504912at33208a	Complete	C2546335	943	3735	124.9	136
505248at33208a	Missing
505718at33208a	Complete	C2543487	1835	4455	98.5	99
508188at33208a	Complete	scaffold7155	1	1336	178.4	169
508379at33208a	Complete	C2564420	6490	8451	221.8	130
508986at33208a	Complete	scaffold58850	24435	26931	161.7	200
509494at33208a	Complete	C2569962	19016	21252	263.2	144
509816at33208a	Complete	scaffold60853	6598	12615	269.2	158
510174at33208a	Complete	scaffold66372	2886	6527	378.1	323
510522at33208a	Complete	scaffold45115	605	9876	214.5	171
510581at33208a	Complete	scaffold16691	7433	11701	327.8	229
511272at33208a	Fragmented	C2393183	1	657	190.9	145
511386at33208a	Complete	C2564562	1	10158	315.8	325
511575at33208a	Complete	C2530667	2902	4135	282.4	155
511668at33208a	Complete	C2563410	5966	9405	203.2	189
514121at33208a	Complete	scaffold61284	2606	4002	322.1	215
514296at33208a	Missing
514565at33208a	Complete	C2492637	474	2119	334.2	170
514675at33208a	Complete	C2567140	229	6755	251.8	181
514698at33208a	Fragmented	scaffold30209	3865	4780	152.7	102
514724at33208a	Complete	C2554079	506	4004	202.7	206
514727at33208a	Fragmented	C2533717	1	2843	116.4	122
514740at33208a	Complete	C2566816	636	3513	295.0	176
514834at33208a	Fragmented	scaffold47432	1	4896	32.5	61
514892at33208a	Complete	C2565532	7114	8485	314.7	207
515058at33208a	Complete	scaffold16691	4078	8745	518.8	355
515377at33208a	Fragmented	C2478583	1	1428	86.8	67
515410at33208a	Complete	scaffold65815	1	3655	212.7	153
515425at33208a	Complete	C2557360	712	3517	224.6	209
515528at33208a	Complete	C2556644	1	4798	319.6	280
515640at33208a	Complete	C2560624	4758	7825	348.3	196
516078at33208a	Fragmented	C2502633	1	2801	213.4	154
516321at33208a	Complete	scaffold14508	3838	6478	249.5	135
516481at33208a	Complete	scaffold57584	1603	2745	147.6	182
516659at33208a	Complete	C2560472	5136	7137	208.6	199
516716at33208a	Complete	scaffold65111	676	4216	370.1	350
517311at33208a	Fragmented	C2472573	1	577	168.5	105
517525at33208a	Complete	C2515975	1	2405	504.3	288
517686at33208a	Complete	C2548643	446	2665	152.3	99
517968at33208a	Fragmented	scaffold54358	1	3035	93.7	66
518288at33208a	Complete	C2518585	1561	3155	365.4	302
518569at33208a	Complete	C2566680	7117	10995	404.5	301
518635at33208a	Fragmented	scaffold66872	1	7255	263.6	170
519030at33208a	Complete	C2488535	883	2067	225.1	184
519303at33208a	Complete	C2535927	429	3345	434.3	357
519777at33208a	Complete	scaffold15811	1296	3040	252.7	257
520011at33208a	Complete	scaffold67089	7404	11542	283.4	217
521343at33208a	Complete	scaffold49347	3879	12988	126.2	110
522886at33208a	Complete	scaffold64559	6946	12529	292.8	248
522988at33208a	Complete	scaffold57275	2721	6570	229.5	222
523206at33208a	Missing
523376at33208a	Fragmented	C2485849	1	2268	145.1	117
523534at33208a	Fragmented	C2463915	640	1007	124.5	78
524148at33208a	Complete	C2466623	62	1800	360.0	277
524165at33208a	Complete	scaffold67492	9329	17662	411.1	347
524322at33208a	Complete	scaffold65359	24888	31792	182.6	127
525542at33208a	Complete	scaffold12050	2465	5175	222.4	187
525888at33208a	Complete	C2566442	7479	11357	224.1	152
526074at33208a	Complete	scaffold48267	7183	13348	281.4	170
526487at33208a	Complete	scaffold61197	4526	5895	324.4	168
526673at33208a	Complete	C2550215	4200	5985	399.3	265
526839at33208a	Missing
527406at33208a	Complete	scaffold66147	819	7008	394.0	213
528325at33208a	Complete	scaffold64964	1777	3715	305.6	158
529092at33208a	Complete	scaffold1166	18982	20938	205.0	104
529093at33208a	Complete	scaffold66750	4495	6785	341.8	214
529708at33208a	Complete	C2558626	559	2334	280.6	231
529852at33208a	Complete	C2551709	801	6025	198.1	145
530431at33208a	Complete	scaffold60307	2184	4945	535.9	405
532406at33208a	Complete	C2546103	4296	5532	266.6	180
532693at33208a	Complete	scaffold66624	3061	6615	269.2	234
532728at33208a	Complete	C2566404	9115	9719	151.8	127
532930at33208a	Complete	scaffold20165	892	2615	225.9	184
533666at33208a	Missing
533690at33208a	Complete	scaffold67033	8701	11845	257.2	182
534172at33208a	Complete	scaffold64524	6759	9411	339.9	211
534206at33208a	Complete	scaffold50580	9276	11583	133.0	141
534312at33208a	Fragmented	C2560472	1	579	155.4	73
534757at33208a	Complete	scaffold59522	10653	12367	221.0	191
534808at33208a	Complete	scaffold59539	7	3532	381.4	270
535268at33208a	Complete	C2568528	5909	13918	311.6	192
535367at33208a	Fragmented	scaffold43898	1	2416	111.6	96
535524at33208a	Complete	scaffold39005	5434	6535	278.9	160
535650at33208a	Fragmented	scaffold60351	1100	2756	133.6	99
535664at33208a	Missing
535782at33208a	Complete	C2568674	3403	7551	216.9	164
535806at33208a	Complete	C2570010	12319	13592	181.6	132
536251at33208a	Complete	C2565806	1	2405	166.1	128
537470at33208a	Complete	C2530953	1	3568	202.1	120
537548at33208a	Fragmented	C2533581	2686	4408	148.1	107
537718at33208a	Complete	scaffold41268	1	1129	151.0	176
537923at33208a	Complete	scaffold64654	26178	27676	265.7	156
538442at33208a	Missing
539043at33208a	Fragmented	scaffold62092	7929	8258	161.5	95
539215at33208a	Fragmented	C2505789	492	2488	150.0	114
539234at33208a	Missing
539360at33208a	Complete	C2560226	4969	6741	157.3	164
539600at33208a	Complete	C2569498	8084	9573	222.1	168
540193at33208a	Fragmented	C2490453	1767	2395	156.6	103
541231at33208a	Fragmented	scaffold22323	5725	10636	42.8	66
541260at33208a	Complete	scaffold28067	4713	6005	119.6	81
541421at33208a	Complete	scaffold66787	3916	6291	285.6	180
543124at33208a	Complete	C2570232	37963	40945	317.0	249
543269at33208a	Complete	scaffold53997	1	3075	190.5	140
544546at33208a	Complete	C2570010	13806	15142	118.6	131
544849at33208a	Missing
544919at33208a	Fragmented	scaffold44758	1	937	83.2	77
545063at33208a	Complete	C2569648	16622	18956	177.0	228
545389at33208a	Fragmented	scaffold66018	9488	10117	141.1	94
545641at33208a	Complete	scaffold61588	30105	33590	221.7	121
545744at33208a	Complete	C2520519	308	2335	128.4	95
545889at33208a	Missing
546305at33208a	Complete	C2557254	1826	3208	114.1	107
546751at33208a	Missing
547099at33208a	Complete	C2567246	7996	10180	235.8	175
547341at33208a	Complete	C2559504	3941	7175	320.2	221
547766at33208a	Complete	scaffold64404	3276	7394	285.5	181
548327at33208a	Complete	scaffold64391	433	6461	189.8	135
548444at33208a	Complete	C2569668	16271	19339	348.8	252
548732at33208a	Fragmented	scaffold54476	11241	11564	147.7	86
549156at33208a	Complete	scaffold21099	1616	3277	245.1	137
549988at33208a	Complete	C2567490	9220	12128	181.3	174
551166at33208a	Fragmented	C2568290	1	1142	118.3	76
551620at33208a	Complete	scaffold51260	487	8455	216.5	295
551632at33208a	Complete	scaffold63391	500	2965	263.7	194
551831at33208a	Fragmented	C2435831	1	661	97.4	80
552201at33208a	Complete	scaffold64521	607	3495	340.6	178
552359at33208a	Complete	scaffold59727	12651	15690	157.2	115
552764at33208a	Complete	C2567840	1153	4417	316.8	167
552949at33208a	Missing
553411at33208a	Fragmented	C2549127	244	3545	160.8	103
553585at33208a	Complete	scaffold67456	1	2445	241.0	166
554010at33208a	Complete	C2564040	2348	8775	307.6	196
554815at33208a	Complete	C2541215	656	3833	295.0	189
555162at33208a	Missing
555390at33208a	Complete	C2501937	1959	2772	227.8	115
555538at33208a	Complete	C2549955	2057	4585	131.7	158
556039at33208a	Missing
556189at33208a	Missing
556337at33208a	Complete	scaffold62051	4996	7942	223.0	124
556445at33208a	Fragmented	C2513355	1	776	109.1	79
556461at33208a	Complete	scaffold49602	284	2875	121.8	91
556510at33208a	Complete	scaffold60897	9433	13014	171.4	135
556587at33208a	Complete	C2559604	183	1659	139.6	139
556750at33208a	Complete	C2569520	6069	8823	113.3	131
556925at33208a	Complete	scaffold67522	12325	18803	54.0	104
557292at33208a	Complete	C2568650	1086	4144	281.1	185
557596at33208a	Complete	C2564396	4324	9595	337.2	179
557694at33208a	Complete	scaffold5952	916	10128	176.9	186
557834at33208a	Complete	scaffold66075	1	1859	190.4	220
557962at33208a	Complete	scaffold65634	11614	15227	358.6	241
558368at33208a	Complete	C2569534	1	3115	269.7	179
558385at33208a	Complete	scaffold17507	1926	2998	229.1	167
558552at33208a	Complete	scaffold58985	10796	12952	236.8	124
558791at33208a	Complete	scaffold61122	6840	10775	230.3	126
558897at33208a	Missing
558933at33208a	Complete	C2560170	2796	7943	248.4	178
559146at33208a	Complete	C2534433	2288	4115	82.4	88
559501at33208a	Complete	scaffold62979	86	4462	309.6	214
559576at33208a	Complete	scaffold16102	11982	15488	270.0	255
559732at33208a	Complete	scaffold60379	28128	28574	61.1	73
559883at33208a	Fragmented	scaffold15039	4	1765	119.8	99
560453at33208a	Fragmented	scaffold32791	1	1216	160.1	86
560566at33208a	Complete	scaffold61165	866	5780	163.2	165
560584at33208a	Complete	C2568352	20	3797	131.9	105
560694at33208a	Complete	scaffold51009	4776	6974	312.9	211
561054at33208a	Fragmented	scaffold57956	21489	22069	63.4	64
561248at33208a	Complete	scaffold45302	1	2425	174.1	184
561417at33208a	Fragmented	scaffold28554	6391	8781	62.4	44
561688at33208a	Missing
561878at33208a	Fragmented	C2501635	1447	2760	223.9	145
561943at33208a	Complete	C2523091	2546	3660	324.8	212
562780at33208a	Complete	C2552149	3870	5765	240.5	170
563084at33208a	Complete	C2526491	2406	3345	83.9	80
563358at33208a	Complete	scaffold67528	21982	25408	180.0	144
563359at33208a	Complete	scaffold2561	1	1570	158.7	140
563426at33208a	Fragmented	C2496313	1	1956	271.8	147
563679at33208a	Complete	scaffold28067	10355	12037	153.7	103
563832at33208a	Complete	scaffold25882	5968	8635	160.8	135
564234at33208a	Fragmented	C2530243	3161	3658	110.8	80
564286at33208a	Complete	C2569668	832	2315	217.5	116
565053at33208a	Complete	scaffold67495	396	3353	200.2	167
566026at33208a	Complete	C2467761	216	1614	250.0	175
566116at33208a	Complete	C2569136	8644	16135	290.6	175
566262at33208a	Complete	scaffold67378	17832	18932	146.9	99
566447at33208a	Complete	scaffold15395	389	1407	169.3	127
566527at33208a	Complete	C2567274	8532	9920	208.6	173
566916at33208a	Complete	C2551709	3323	5700	94.7	91
567650at33208a	Missing
567750at33208a	Missing
567809at33208a	Complete	scaffold53847	756	2932	213.7	116
568022at33208a	Complete	scaffold5279	7686	9645	231.0	151
568170at33208a	Complete	C2551909	2517	5685	237.4	185
568839at33208a	Complete	C2563600	6836	9455	221.4	170
568949at33208a	Complete	C2557360	3569	7205	259.4	160
569294at33208a	Complete	C2555138	3106	5653	197.2	174
569303at33208a	Complete	scaffold51773	1157	5463	284.8	235
569812at33208a	Complete	C2561938	1796	7363	281.9	207
569878at33208a	Complete	C2495651	1598	2395	178.6	162
570262at33208a	Complete	scaffold33386	6528	9605	269.5	175
570646at33208a	Complete	scaffold66035	8727	10607	204.6	129
570717at33208a	Complete	C2537363	1269	3343	267.8	169
571149at33208a	Complete	scaffold67207	9899	11626	98.4	104
571944at33208a	Complete	scaffold66018	776	2240	235.9	208
572074at33208a	Complete	C2564918	1	3175	155.7	225
572434at33208a	Complete	C2567828	6466	9995	311.1	196
572463at33208a	Complete	scaffold31304	4937	12205	267.6	223
572754at33208a	Complete	scaffold15678	3114	4975	88.1	114
572845at33208a	Complete	scaffold34698	1697	3585	252.6	159
573203at33208a	Complete	C2490101	297	2305	259.1	312
573237at33208a	Complete	C2568700	1614	4165	265.0	216
573313at33208a	Complete	C2569320	7324	14035	329.9	271
574311at33208a	Complete	scaffold49495	996	1531	61.2	76
575360at33208a	Complete	C2557994	5079	6786	208.1	126
576633at33208a	Complete	C2558618	4991	6497	253.0	156
576938at33208a	Complete	scaffold63012	2366	3865	128.3	120
576997at33208a	Complete	scaffold64298	2026	5735	222.1	144
577068at33208a	Fragmented	C2443763	1	1193	122.5	85
577339at33208a	Complete	scaffold11975	16013	18670	150.3	111
577929at33208a	Complete	scaffold12054	1686	3754	123.1	114
578354at33208a	Complete	C2562924	2255	5205	227.7	127
578582at33208a	Missing
578684at33208a	Complete	C2552555	3	3151	250.7	199
578726at33208a	Complete	scaffold67411	13232	15060	216.8	218
578734at33208a	Complete	C2553111	924	4954	221.7	192
578959at33208a	Complete	scaffold67392	3706	12195	187.6	116
579029at33208a	Complete	C2562860	295	4333	171.6	149
580062at33208a	Complete	C2555456	1	985	167.4	159
580288at33208a	Complete	C2566832	7556	10672	227.9	116
580851at33208a	Complete	scaffold67064	17475	20627	100.6	122
580896at33208a	Fragmented	C2522053	1	2696	156.9	129
581006at33208a	Complete	scaffold65189	6456	8328	169.9	140
581475at33208a	Complete	C2569318	2738	5395	200.0	136
581543at33208a	Complete	scaffold47973	7846	9687	123.5	158
581547at33208a	Complete	C2556792	431	1772	258.2	152
581621at33208a	Complete	scaffold32376	3126	7528	316.8	162
581717at33208a	Complete	scaffold59651	37	1644	132.4	164
581779at33208a	Complete	C2538165	2356	4773	176.3	296
582265at33208a	Complete	scaffold67522	10171	12261	224.3	159
582341at33208a	Duplicated	C2569144	932	9475	211.7	104
582341at33208a	Duplicated	scaffold27361	752	10981	211.7	104
582473at33208a	Complete	C2518657	1472	3265	242.6	159
582823at33208a	Complete	C2568866	12785	15213	298.1	209
582951at33208a	Complete	scaffold20013	450	3395	177.5	105
583626at33208a	Fragmented	scaffold23474	1	1899	93.1	82
584023at33208a	Complete	C2556992	1943	4825	218.5	203
584333at33208a	Complete	C2538741	452	2248	116.6	113
584373at33208a	Complete	scaffold31729	1	3018	71.9	62
585078at33208a	Complete	scaffold39172	6744	7545	89.5	99
585232at33208a	Complete	scaffold55891	1	9157	124.5	110
585305at33208a	Complete	C2568668	10942	12042	169.6	85
585313at33208a	Complete	scaffold66909	5316	6991	301.9	186
585656at33208a	Complete	C2569802	2475	3995	236.4	153
585726at33208a	Complete	scaffold38183	3346	5200	187.7	155
585809at33208a	Complete	scaffold60519	14678	16454	188.4	188
586156at33208a	Complete	scaffold46924	1046	2793	131.5	116
586310at33208a	Complete	C2562344	515	2395	177.9	136
586690at33208a	Complete	scaffold55516	1016	5093	173.8	120
586719at33208a	Complete	C2473875	1	1855	229.2	128
587399at33208a	Complete	scaffold54395	7780	11659	121.6	133
587407at33208a	Missing
587513at33208a	Complete	scaffold67466	1	5635	326.4	279
587688at33208a	Missing
587958at33208a	Missing
589773at33208a	Complete	C2557208	3474	7005	86.3	55
589901at33208a	Missing
590221at33208a	Complete	scaffold66035	6306	8845	119.5	95
590347at33208a	Missing
590416at33208a	Complete	scaffold62797	1	1826	253.1	157
590470at33208a	Complete	C2445003	1	1413	159.7	170
591316at33208a	Missing
591391at33208a	Missing
591498at33208a	Complete	scaffold67492	1	6095	183.6	160
592087at33208a	Missing
592094at33208a	Complete	scaffold61636	1	2165	302.3	170
592759at33208a	Complete	scaffold51385	6493	7830	190.4	142
592872at33208a	Complete	C2519569	845	3396	190.0	146
594172at33208a	Complete	C2567272	3876	9697	243.5	119
594271at33208a	Complete	C2488903	828	2135	78.5	85
594842at33208a	Complete	scaffold46706	96	3437	197.1	111
594937at33208a	Missing
595010at33208a	Complete	scaffold34518	18	8593	287.9	278
595316at33208a	Complete	C2564556	5166	6686	168.1	130
595404at33208a	Complete	C2495519	139	2065	196.0	125
595858at33208a	Complete	scaffold66368	2186	6380	473.7	354
596131at33208a	Missing
596973at33208a	Complete	C2542531	426	4816	238.5	165
597023at33208a	Complete	scaffold54883	10134	12113	139.3	147
597816at33208a	Complete	scaffold64776	6734	10410	111.0	101
598405at33208a	Complete	scaffold63128	2177	4695	141.8	91
598944at33208a	Complete	C2480243	366	2049	209.0	186
599320at33208a	Fragmented	C2533895	2860	3560	80.2	49
600462at33208a	Complete	scaffold27144	9362	12478	166.9	190
600823at33208a	Complete	scaffold56533	10652	11514	174.5	137
601242at33208a	Complete	C2465101	3	1367	164.3	100
601650at33208a	Complete	scaffold59303	1	3690	141.2	112
601768at33208a	Complete	scaffold67392	3798	11412	270.4	235
601875at33208a	Missing
601886at33208a	Complete	scaffold65477	2856	5323	230.1	169
601967at33208a	Fragmented	scaffold37959	10479	11148	129.7	74
602089at33208a	Complete	scaffold67534	6376	9835	174.6	99
602148at33208a	Complete	C2569520	9981	10727	100.2	76
602587at33208a	Complete	C2565280	1	1635	118.2	68
603239at33208a	Complete	C2569494	1	2885	138.4	131
603370at33208a	Complete	scaffold38703	1	4555	217.9	125
603609at33208a	Complete	scaffold66766	1626	2837	156.5	110
603673at33208a	Missing
604211at33208a	Complete	scaffold61599	563	7835	182.2	164
604943at33208a	Complete	scaffold31583	1036	3072	152.8	115
605189at33208a	Complete	scaffold65168	2643	3805	85.7	83
606048at33208a	Complete	scaffold65873	13531	15393	178.4	152
606539at33208a	Complete	scaffold57238	9785	12020	134.4	93
606748at33208a	Complete	scaffold61841	5716	6755	141.4	85
606776at33208a	Complete	C2544041	1340	2870	77.7	103
606795at33208a	Complete	scaffold26195	8574	10809	145.4	100
606958at33208a	Complete	C2566408	5496	7468	153.6	98
607862at33208a	Complete	scaffold9780	3916	5564	153.1	113
608011at33208a	Complete	C2466231	1	928	113.6	73
608074at33208a	Complete	scaffold67518	16507	23851	164.1	126
608190at33208a	Complete	C2542809	340	4971	121.2	92
608669at33208a	Missing
608869at33208a	Complete	C2562660	3296	5760	148.7	105
608924at33208a	Complete	C2558638	2147	6194	183.9	118
609899at33208a	Complete	C2534071	2275	4447	78.2	88
610427at33208a	Complete	scaffold65341	8417	10466	142.7	96
610541at33208a	Complete	scaffold46667	4286	6399	154.9	141
611258at33208a	Fragmented	scaffold65922	3106	7230	167.4	110
611279at33208a	Complete	scaffold32376	1152	3085	247.4	194
611373at33208a	Fragmented	C2522327	1	2583	66.2	47
611891at33208a	Complete	scaffold33616	4194	11072	71.2	95
612760at33208a	Complete	C2530579	677	4139	152.9	87
612825at33208a	Complete	scaffold33572	1	1762	167.2	134
613522at33208a	Complete	scaffold37563	252	2186	202.3	215
613580at33208a	Complete	scaffold62171	8437	17448	289.4	305
613851at33208a	Complete	C2535389	1796	4244	137.1	107
614305at33208a	Complete	C2560644	4679	8324	147.2	108
615531at33208a	Complete	C2560226	2661	4637	144.8	85
615585at33208a	Complete	scaffold57	10704	11986	128.1	83
615840at33208a	Complete	scaffold63756	526	2931	87.3	116
616120at33208a	Complete	scaffold66268	899	3125	129.7	105
616149at33208a	Complete	scaffold67215	11023	11505	101.4	80
616613at33208a	Complete	scaffold67446	1690	3162	166.2	79
616716at33208a	Complete	C2542809	2893	3955	194.8	123
617020at33208a	Complete	C2547517	1614	4615	256.9	199
617441at33208a	Complete	scaffold33755	1733	4115	169.7	81
617522at33208a	Complete	scaffold65211	73	4741	136.3	127
617667at33208a	Missing
618339at33208a	Missing
618421at33208a	Missing
618516at33208a	Complete	scaffold65978	5506	10223	142.9	133
618986at33208a	Complete	scaffold66666	8173	10552	133.1	120
619250at33208a	Complete	scaffold66065	5036	8375	116.4	124
619326at33208a	Fragmented	C2462851	1	1056	109.6	57
619415at33208a	Fragmented	C2514521	1	1097	108.1	93
620546at33208a	Complete	scaffold23543	726	5565	166.0	141
620753at33208a	Complete	scaffold26195	11745	12643	150.4	114
621585at33208a	Fragmented	C2473433	1227	1825	55.7	48
621808at33208a	Complete	scaffold32319	362	1475	174.4	81
622156at33208a	Complete	scaffold67256	2806	11108	121.5	115
622172at33208a	Complete	C2569648	9797	11826	175.9	139
622270at33208a	Fragmented	C2506265	2413	2936	82.8	44
622461at33208a	Complete	scaffold44477	7878	9365	191.2	107
622560at33208a	Complete	scaffold11662	886	3996	219.8	143
623138at33208a	Complete	scaffold39548	6902	8391	122.9	97
623324at33208a	Complete	C2555926	3647	6595	211.6	117
623444at33208a	Missing
623995at33208a	Complete	C2570210	15834	17314	115.2	67
625077at33208a	Complete	scaffold64837	8419	9965	153.2	106
625091at33208a	Complete	C2544481	50	905	111.7	76
625769at33208a	Fragmented	C2456083	1	1599	85.3	56
628082at33208a	Complete	C2568756	1446	3618	162.5	74
628231at33208a	Complete	scaffold49079	846	2704	136.4	94
628247at33208a	Complete	scaffold67201	12083	17402	120.0	92
629763at33208a	Complete	scaffold58844	1466	2995	124.0	62
630073at33208a	Complete	C2569942	11570	14443	125.6	58
631107at33208a	Fragmented	C2555698	3426	5492	134.0	70
631173at33208a	Complete	scaffold67121	18486	19619	127.8	83
631196at33208a	Complete	scaffold21753	2339	4765	139.4	170
631662at33208a	Complete	scaffold51160	2843	7755	135.8	73
631767at33208a	Complete	C2563740	2332	9591	183.2	110
631798at33208a	Complete	scaffold61699	13473	15030	116.1	115
631811at33208a	Missing
632234at33208a	Complete	scaffold66778	6566	12711	198.0	102
632472at33208a	Complete	scaffold63243	7795	13177	134.3	108
632566at33208a	Complete	C2552055	218	4282	250.1	151
633007at33208a	Missing
633282at33208a	Complete	scaffold67456	2736	4718	78.7	73
633619at33208a	Complete	scaffold59522	3386	5193	81.7	41
634446at33208a	Complete	C2569584	9417	13519	141.6	79
634447at33208a	Missing
636041at33208a	Complete	C2553955	4196	5379	131.9	86
636070at33208a	Fragmented	C2466995	1	726	44.7	49
636300at33208a	Complete	scaffold66751	4003	5180	159.7	73
636423at33208a	Complete	scaffold66300	5762	7355	112.0	98
637971at33208a	Complete	scaffold66456	8667	9949	88.4	88
638541at33208a	Complete	scaffold64837	13318	16361	126.2	75
639252at33208a	Complete	scaffold47471	1296	2948	123.5	105
640187at33208a	Complete	scaffold58850	2881	7325	293.2	249
640349at33208a	Complete	scaffold39977	1464	2975	107.8	73
641073at33208a	Complete	C2484795	10	1763	73.5	129
641257at33208a	Complete	C2567828	4456	6442	151.5	113
642323at33208a	Complete	C2463253	800	1635	108.4	69
642552at33208a	Complete	scaffold14816	4206	5485	152.0	116
642773at33208a	Complete	scaffold62129	483	1705	84.5	64
643380at33208a	Complete	C2553345	2167	5205	127.5	87
643883at33208a	Complete	scaffold28160	9317	10147	107.2	80
643954at33208a	Complete	scaffold49539	3573	7309	110.9	161
644034at33208a	Complete	scaffold10787	816	1930	107.3	70
648300at33208a	Fragmented	scaffold37376	675	1276	54.0	65
649979at33208a	Complete	scaffold27144	12759	14125	121.4	98
